NVIC_id,SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
NVIC0050,Cc1cccc(c1)Cc1nn(c2c1c(N)ncn2)C(C)(C)C	,Safe,0.181,Safe  (Medium Confidence),Safe,0.19,Safe  (Medium Confidence),Toxic,0.625,Toxic  (Low Confidence),1.39,None,Safe,0,Safe  (High Confidence),Safe,0.408,Safe  (Low Confidence),Toxic,0.971,Toxic  (High Confidence),Safe,0.431,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.32,Safe  (Medium Confidence),0.29,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.828,Toxic  (Medium Confidence),Safe,0.031,Safe  (High Confidence),4.99,None,Toxic,0.867,Toxic  (High Confidence),Safe,0.287,Safe  (Medium Confidence),Safe,0.042,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.086,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.101,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.217,Safe  (Medium Confidence),4.03,PIGC50% > -0.5 log ug/L: toxic,3.01,None,1.57,None,4.55,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.977,Toxic  (High Confidence),Toxic,0.61,Toxic  (Low Confidence),Safe,0.459,Safe  (Low Confidence),Safe,0.102,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0051,Cn1cnc2c1c(=O)n(C)c(=O)n2C	,Safe,0.007,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Toxic,0.609,Toxic  (Low Confidence),-0.05,None,Toxic,0.969,Toxic  (High Confidence),Safe,0.232,Safe  (Medium Confidence),Safe,0.143,Safe  (High Confidence),Toxic,0.526,Toxic  (Low Confidence),Safe,0.016,Safe  (High Confidence),Safe,0.1,Safe  (High Confidence),1.39,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.662,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),6.68,None,Toxic,0.999,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),2.27,PIGC50% > -0.5 log ug/L: toxic,2.78,None,1.45,None,4.01,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.858,Toxic  (High Confidence),Toxic,0.661,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0052,COc1ccc(cc1OC)CCN(CCCC(c1ccc(c(c1)OC)OC)(C(C)C)C#N)C	,Safe,0,Safe  (High Confidence),Safe,0.049,Safe  (High Confidence),Toxic,0.916,Toxic  (High Confidence),2.67,None,Safe,0.01,Safe  (High Confidence),Safe,0.172,Safe  (Medium Confidence),Safe,0.473,Safe  (Low Confidence),Safe,0.275,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),0.21,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.472,Safe  (Low Confidence),Toxic,0.986,Toxic  (High Confidence),9.6,None,Toxic,0.724,Toxic  (Medium Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.172,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),-87.32,PIGC50% > -0.5 log ug/L: toxic,3.24,None,1.68,None,5.26,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.968,Toxic  (High Confidence),Toxic,0.581,Toxic  (Low Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.136,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0053,CN(S(=O)(=O)c1ccc2c(c1)CCN2S(=O)(=O)c1cccs1)C	,Safe,0,Safe  (High Confidence),Safe,0.093,Safe  (High Confidence),Toxic,0.653,Toxic  (Low Confidence),1.24,None,Safe,0,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.362,Safe  (Low Confidence),Toxic,0.554,Toxic  (Low Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),0.46,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.907,Toxic  (High Confidence),Safe,0.007,Safe  (High Confidence),4.46,None,Toxic,0.996,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.04,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.039,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),2.3,PIGC50% > -0.5 log ug/L: toxic,2.85,None,1.03,None,5.4,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.98,Toxic  (High Confidence),Safe,0.421,Safe  (Low Confidence),Safe,0.084,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.048,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence)
NVIC0054,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC	,Toxic,0.975,Toxic  (High Confidence),Safe,0.145,Safe  (High Confidence),Safe,0.413,Safe  (Low Confidence),2.08,None,Safe,0.004,Safe  (High Confidence),Safe,0.33,Safe  (Medium Confidence),Toxic,0.901,Toxic  (High Confidence),Safe,0.254,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),0.63,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.725,Toxic  (Medium Confidence),Toxic,0.84,Toxic  (High Confidence),5.72,None,Toxic,0.613,Toxic  (Low Confidence),Safe,0.482,Safe  (Low Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.155,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),Safe,0.238,Safe  (Medium Confidence),3.72,PIGC50% > -0.5 log ug/L: toxic,2.94,None,1.44,None,4.35,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1,Toxic  (High Confidence),Toxic,0.575,Toxic  (Low Confidence),Safe,0.201,Safe  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.254,Safe  (Medium Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence)
NVIC0056,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@H]([C@H]3[C@]1(OC(=O)C)C3(C)C)C=C(C[C@]1([C@H]2C=C(C1=O)C)O)CO	,Safe,0.058,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Toxic,0.974,Toxic  (High Confidence),-0.32,None,Safe,0.012,Safe  (High Confidence),Safe,0.152,Safe  (High Confidence),Toxic,0.995,Toxic  (High Confidence),Safe,0.402,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),0.44,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.513,Toxic  (Low Confidence),Toxic,0.999,Toxic  (High Confidence),6.97,None,Safe,0.182,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Toxic,0.676,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.986,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.283,Safe  (Medium Confidence),-15943.53,PIGC50% > -0.5 log ug/L: toxic,3.59,None,2.59,None,36.75,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.765,Toxic  (Medium Confidence),Safe,0.304,Safe  (Medium Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),Toxic,0.613,Toxic  (Low Confidence),Safe,0.005,Safe  (High Confidence)
NVIC0057,Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1	,Toxic,0.999,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.841,Toxic  (High Confidence),-3.5,None,Safe,0,Safe  (High Confidence),Toxic,0.861,Toxic  (High Confidence),Toxic,1,Toxic  (High Confidence),Safe,0.033,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),-0.35,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.731,Toxic  (Medium Confidence),Toxic,0.994,Toxic  (High Confidence),6.35,None,Toxic,1,Toxic  (High Confidence),Toxic,0.995,Toxic  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),Toxic,1,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.996,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),-26.34,PIGC50% > -0.5 log ug/L: toxic,2.39,None,-0.03,None,2.34,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.001,Safe  (High Confidence),Toxic,0.905,Toxic  (High Confidence),Toxic,0.996,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.989,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.982,Toxic  (High Confidence)
NVIC0058,OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC	,Toxic,1,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.873,Toxic  (High Confidence),-0.52,None,Safe,0.001,Safe  (High Confidence),Safe,0.166,Safe  (High Confidence),Toxic,0.918,Toxic  (High Confidence),Safe,0.202,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.114,Safe  (High Confidence),0.33,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.719,Toxic  (Medium Confidence),Safe,0.024,Safe  (High Confidence),10.45,None,Toxic,1,Toxic  (High Confidence),Safe,0.038,Safe  (High Confidence),Safe,0.388,Safe  (Low Confidence),Toxic,0.952,Toxic  (High Confidence),Toxic,0.997,Toxic  (High Confidence),Safe,0.225,Safe  (Medium Confidence),Toxic,0.932,Toxic  (High Confidence),Toxic,0.796,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),-2146.27,PIGC50% > -0.5 log ug/L: toxic,3.03,None,3.45,None,7.46,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.607,Toxic  (Low Confidence),Safe,0.212,Safe  (Medium Confidence),Toxic,0.711,Toxic  (Medium Confidence),Toxic,0.848,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.721,Toxic  (Medium Confidence),Safe,0.111,Safe  (High Confidence)
NVIC0059,OC(=O)c1ccc2c(c1)[nH]cc(c2=O)C(=O)O	,Safe,0,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.055,Safe  (High Confidence),-0.17,None,Safe,0.091,Safe  (High Confidence),Safe,0.085,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.661,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Toxic,0.895,Toxic  (High Confidence),1.11,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.794,Toxic  (Medium Confidence),Safe,0.004,Safe  (High Confidence),2.59,None,Toxic,0.816,Toxic  (Medium Confidence),Safe,0.054,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),2.42,PIGC50% > -0.5 log ug/L: toxic,1.48,None,3.76,None,3.81,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.164,Safe  (High Confidence),Safe,0.26,Safe  (Medium Confidence),Safe,0.014,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0060,Cc1cc(ccc1N1C(=O)CC2(C1=O)CCCC2)c1ccc(c(c1)C)N1C(=O)CC2(C1=O)CCCC2	,Safe,0.008,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),Toxic,0.874,Toxic  (High Confidence),0.16,None,Safe,0.001,Safe  (High Confidence),Safe,0.147,Safe  (High Confidence),Toxic,0.992,Toxic  (High Confidence),Toxic,0.544,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),0.43,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.747,Toxic  (Medium Confidence),Safe,0.04,Safe  (High Confidence),6.68,None,Toxic,0.828,Toxic  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.267,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.261,Safe  (Medium Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.46,Safe  (Low Confidence),Safe,0.023,Safe  (High Confidence),Safe,0.083,Safe  (High Confidence),-1267.44,PIGC50% > -0.5 log ug/L: toxic,1.61,None,2.18,None,9.36,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.005,Safe  (High Confidence),Toxic,0.601,Toxic  (Low Confidence),Toxic,0.977,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.572,Toxic  (Low Confidence),Toxic,0.928,Toxic  (High Confidence),Safe,0.006,Safe  (High Confidence)
NVIC0061,NCC1(CCCCC1)CC(=O)O	,Safe,0,Safe  (High Confidence),Safe,0.02,Safe  (High Confidence),Toxic,0.787,Toxic  (Medium Confidence),-0.11,None,Toxic,0.655,Toxic  (Low Confidence),Safe,0.461,Safe  (Low Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.256,Safe  (Medium Confidence),Safe,0.319,Safe  (Medium Confidence),Toxic,0.734,Toxic  (Medium Confidence),1.04,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.487,Safe  (Low Confidence),Safe,0.002,Safe  (High Confidence),2.59,None,Safe,0.021,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.04,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),2.56,PIGC50% > -0.5 log ug/L: toxic,1.97,None,2.32,None,3.82,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.981,Toxic  (High Confidence),Toxic,0.597,Toxic  (Low Confidence),Safe,0.004,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.01,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0062,C[N+](=C1C=CC(=C(c2ccc(cc2)N(C)C)c2ccc(cc2)N(C)C)C=C1)C	,Safe,0.014,Safe  (High Confidence),Safe,0.2,Safe  (Medium Confidence),Safe,0.435,Safe  (Low Confidence),2.6,None,Safe,0.002,Safe  (High Confidence),Toxic,0.744,Toxic  (Medium Confidence),Toxic,1,Toxic  (High Confidence),Toxic,0.586,Toxic  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.078,Safe  (High Confidence),1,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.51,Toxic  (Low Confidence),Toxic,0.879,Toxic  (High Confidence),9.89,None,Toxic,0.573,Toxic  (Low Confidence),Toxic,0.891,Toxic  (High Confidence),Safe,0.141,Safe  (High Confidence),Safe,0.102,Safe  (High Confidence),Toxic,0.991,Toxic  (High Confidence),Safe,0.178,Safe  (Medium Confidence),Toxic,0.576,Toxic  (Low Confidence),Toxic,0.884,Toxic  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.465,Safe  (Low Confidence),-7.77,PIGC50% > -0.5 log ug/L: toxic,2.8,None,1.65,None,5.55,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1,Toxic  (High Confidence),Toxic,0.792,Toxic  (Medium Confidence),Toxic,0.948,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.763,Toxic  (Medium Confidence),Toxic,0.997,Toxic  (High Confidence),Toxic,0.977,Toxic  (High Confidence)
NVIC0063,CC1=CC(=O)c2c3c1c1C(=CC(=O)c4c1c1c3c3c(c2O)c(O)cc(c3c2c1c(c4O)c(O)cc2O)O)C	,Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.479,Safe  (Low Confidence),-2.05,None,Safe,0,Safe  (High Confidence),Safe,0.101,Safe  (High Confidence),Toxic,1,Toxic  (High Confidence),Toxic,0.992,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.908,Toxic  (High Confidence),0.7,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.933,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),5.77,None,Toxic,1,Toxic  (High Confidence),Safe,0.223,Safe  (Medium Confidence),Toxic,0.566,Toxic  (Low Confidence),Toxic,0.922,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.218,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.679,Toxic  (Medium Confidence),-2667.66,PIGC50% > -0.5 log ug/L: toxic,1.95,None,5.8,None,16.07,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0,Safe  (High Confidence),Safe,0.097,Safe  (High Confidence),Toxic,0.99,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Toxic,0.993,Toxic  (High Confidence),Toxic,0.999,Toxic  (High Confidence)
NVIC0064,OCC(CNC(=O)c1c(I)c(N(C(=O)C)CC(CN(c2c(I)c(C(=O)NCC(CO)O)c(c(c2I)C(=O)NCC(CO)O)I)C(=O)C)O)c(c(c1I)C(=O)NCC(CO)O)I)O	,Safe,0,Safe  (High Confidence),Toxic,0.924,Toxic  (High Confidence),Safe,0.079,Safe  (High Confidence),-341.94,None,Safe,0,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.117,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),2.21,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.498,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),5.43,None,Toxic,1,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.088,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),-26511589.14,PIGC50% > -0.5 log ug/L: toxic,1.22,None,2.91,None,33475.01,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Safe,0.25,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
