NVIC_ID,SMILES,[Metabolism/Breast Cancer Resistance Protein] Predictions,[Metabolism/Breast Cancer Resistance Protein] Probability,[Metabolism/Breast Cancer Resistance Protein] Interpretation,[Metabolism/CYP 1A2 Inhibitor] Predictions,[Metabolism/CYP 1A2 Inhibitor] Probability,[Metabolism/CYP 1A2 Inhibitor] Interpretation,[Metabolism/CYP 1A2_substrate] Predictions,[Metabolism/CYP 1A2_substrate] Probability,[Metabolism/CYP 1A2_substrate] Interpretation,[Metabolism/CYP 2C19 Inhibitor] Predictions,[Metabolism/CYP 2C19 Inhibitor] Probability,[Metabolism/CYP 2C19 Inhibitor] Interpretation,[Metabolism/CYP 2C19_substrate] Predictions,[Metabolism/CYP 2C19_substrate] Probability,[Metabolism/CYP 2C19_substrate] Interpretation,[Metabolism/CYP 2C9 Inhibitor] Predictions,[Metabolism/CYP 2C9 Inhibitor] Probability,[Metabolism/CYP 2C9 Inhibitor] Interpretation,[Metabolism/CYP 2C9 Substrate] Predictions,[Metabolism/CYP 2C9 Substrate] Probability,[Metabolism/CYP 2C9 Substrate] Interpretation,[Metabolism/CYP 2D6 Inhibitor] Predictions,[Metabolism/CYP 2D6 Inhibitor] Probability,[Metabolism/CYP 2D6 Inhibitor] Interpretation,[Metabolism/CYP 2D6 Substrate] Predictions,[Metabolism/CYP 2D6 Substrate] Probability,[Metabolism/CYP 2D6 Substrate] Interpretation,[Metabolism/CYP 3A4 Inhibitor] Predictions,[Metabolism/CYP 3A4 Inhibitor] Probability,[Metabolism/CYP 3A4 Inhibitor] Interpretation,[Metabolism/CYP 3A4 Substrate] Predictions,[Metabolism/CYP 3A4 Substrate] Probability,[Metabolism/CYP 3A4 Substrate] Interpretation,[Metabolism/OATP1B1] Predictions,[Metabolism/OATP1B1] Probability,[Metabolism/OATP1B1] Interpretation,[Metabolism/OATP1B3] Predictions,[Metabolism/OATP1B3] Probability,[Metabolism/OATP1B3] Interpretation
NVIC0117,"CCN(CCOP(=O)(OOP(=O)(O)O)O)CCCC(Nc1ccnc2c1ccc(c2)Cl)C	",Inhibitor,0.753,Inhibitor  (Medium Confidence),Non-Inhibitor,0.156,Non-Inhibitor  (High Confidence),Non-Substrate,0.034,Non-Substrate  (High Confidence),Non-Inhibitor,0.005,Non-Inhibitor  (High Confidence),Substrate,0.57,Substrate  (Low Confidence),Non-Inhibitor,0.014,Non-Inhibitor  (High Confidence),Non-Substrate,0.006,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.02,Non-Substrate  (High Confidence),Non-Inhibitor,0.038,Non-Inhibitor  (High Confidence),Non-Substrate,0.057,Non-Substrate  (High Confidence),Non-Inhibitor,0.063,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.066,Non-Inhibitor  (High Confidence)
NVIC0118,"O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2[C@@H](CCCC(O)(C)C)C)C)C1)C	",Non-Inhibitor,0.303,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.003,Non-Inhibitor  (High Confidence),Non-Substrate,0.368,Non-Substrate  (Low Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Substrate,0.527,Substrate  (Low Confidence),Non-Inhibitor,0.145,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.478,Non-Substrate  (Low Confidence),Non-Inhibitor,0.11,Non-Inhibitor  (High Confidence),Substrate,0.83,Substrate  (Medium Confidence),Non-Inhibitor,0.071,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.16,Non-Inhibitor  (High Confidence)
NVIC0120,"Clc1cc(Cl)c2c(c1)[nH]c(=O)c(c2O)SCCCc1cncnc1	",Inhibitor,0.871,Inhibitor  (High Confidence),Inhibitor,0.994,Inhibitor  (High Confidence),Non-Substrate,0.312,Non-Substrate  (Medium Confidence),Inhibitor,0.847,Inhibitor  (High Confidence),Substrate,0.521,Substrate  (Low Confidence),Inhibitor,0.992,Inhibitor  (High Confidence),Non-Substrate,0.484,Non-Substrate  (Low Confidence),Non-Inhibitor,0.071,Non-Inhibitor  (High Confidence),Non-Substrate,0.42,Non-Substrate  (Low Confidence),Inhibitor,0.987,Inhibitor  (High Confidence),Substrate,0.644,Substrate  (Low Confidence),Non-Inhibitor,0.464,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.045,Non-Inhibitor  (High Confidence)
NVIC0121,"C[C@@H](C[C@H](/C(=C/C(=O)[C@H](C[C@H](C[C@@H](CCC(=O)O)C)C)C)/O)C)C/C=C/[C@H]([C@H]([C@H]([C@H](C[C@@H]1CC[C@@](O1)(C)[C@H]1CC[C@@](O1)(C)[C@H](O)C)O)C)O)C	",Non-Inhibitor,0.076,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.088,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Substrate,0.542,Substrate  (Low Confidence),Non-Inhibitor,0.002,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.14,Non-Substrate  (High Confidence),Non-Inhibitor,0.495,Non-Inhibitor  (Low Confidence),Substrate,0.99,Substrate  (High Confidence),Inhibitor,0.949,Inhibitor  (High Confidence),Inhibitor,0.814,Inhibitor  (Medium Confidence)
NVIC0122,"O=C1CN(C(=O)N1)/N=C/c1ccc(o1)c1ccc(cc1)[N+](=O)[O-]	",Inhibitor,0.683,Inhibitor  (Medium Confidence),Inhibitor,0.957,Inhibitor  (High Confidence),Non-Substrate,0.408,Non-Substrate  (Low Confidence),Non-Inhibitor,0.456,Non-Inhibitor  (Low Confidence),Non-Substrate,0.293,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.048,Non-Inhibitor  (High Confidence),Non-Substrate,0.299,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.243,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.273,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.021,Non-Substrate  (High Confidence),Non-Inhibitor,0.006,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.034,Non-Inhibitor  (High Confidence)
NVIC0123,"COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN([C@H]4Cc1ccc(Oc4cc(C[C@@H]3N(CC2)C)ccc4OC)cc1)C	",Non-Inhibitor,0.023,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.008,Non-Inhibitor  (High Confidence),Substrate,0.765,Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.392,Non-Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Substrate,0.994,Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Substrate,0.731,Substrate  (Medium Confidence),Non-Inhibitor,0.361,Non-Inhibitor  (Low Confidence),Substrate,1,Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.405,Non-Inhibitor  (Low Confidence)
NVIC0124,"C=CCc1cccc2c1oc(=O)c(c2)C(=O)Nc1ccccc1C(=O)O	",Inhibitor,0.686,Inhibitor  (Medium Confidence),Inhibitor,0.915,Inhibitor  (High Confidence),Non-Substrate,0.032,Non-Substrate  (High Confidence),Inhibitor,0.813,Inhibitor  (Medium Confidence),Non-Substrate,0.182,Non-Substrate  (Medium Confidence),Inhibitor,0.736,Inhibitor  (Medium Confidence),Substrate,0.954,Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.08,Non-Substrate  (High Confidence),Non-Inhibitor,0.129,Non-Inhibitor  (High Confidence),Non-Substrate,0.074,Non-Substrate  (High Confidence),Non-Inhibitor,0.184,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.136,Non-Inhibitor  (High Confidence)
NVIC0125,"CCNc1nc(nc(n1)N(CC(=O)OC)C#N)NC(C)(C)C	",Inhibitor,0.543,Inhibitor  (Low Confidence),Inhibitor,0.949,Inhibitor  (High Confidence),Non-Substrate,0.292,Non-Substrate  (Medium Confidence),Inhibitor,0.507,Inhibitor  (Low Confidence),Non-Substrate,0.446,Non-Substrate  (Low Confidence),Non-Inhibitor,0.41,Non-Inhibitor  (Low Confidence),Non-Substrate,0.004,Non-Substrate  (High Confidence),Non-Inhibitor,0.183,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.349,Non-Substrate  (Low Confidence),Non-Inhibitor,0.063,Non-Inhibitor  (High Confidence),Non-Substrate,0.217,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.16,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.041,Non-Inhibitor  (High Confidence)
NVIC0126,"Cc1ccc(cc1)n1c2CC(C)(C)CC(=O)c2cc(c1=O)C(=O)N1CCOCC1	",Inhibitor,0.706,Inhibitor  (Medium Confidence),Non-Inhibitor,0.003,Non-Inhibitor  (High Confidence),Substrate,0.652,Substrate  (Low Confidence),Inhibitor,0.615,Inhibitor  (Low Confidence),Substrate,0.642,Substrate  (Low Confidence),Non-Inhibitor,0.321,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.003,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.356,Non-Substrate  (Low Confidence),Non-Inhibitor,0.169,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.47,Non-Substrate  (Low Confidence),Non-Inhibitor,0.195,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.08,Non-Inhibitor  (High Confidence)
NVIC0127,"O1CCN(CC1)c1nc(N/N=C/c2cccnc2)nc(n1)Nc1ccccc1	",Inhibitor,0.984,Inhibitor  (High Confidence),Inhibitor,0.502,Inhibitor  (Low Confidence),Non-Substrate,0.254,Non-Substrate  (Medium Confidence),Inhibitor,0.942,Inhibitor  (High Confidence),Non-Substrate,0.411,Non-Substrate  (Low Confidence),Inhibitor,0.941,Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.484,Non-Substrate  (Low Confidence),Inhibitor,0.546,Inhibitor  (Low Confidence),Non-Substrate,0.006,Non-Substrate  (High Confidence),Non-Inhibitor,0.178,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.022,Non-Inhibitor  (High Confidence)
NVIC0128,"Fc1ccc(cc1F)S(=O)(=O)Nc1ccc(cc1)n1cnnn1	",Inhibitor,0.862,Inhibitor  (High Confidence),Non-Inhibitor,0.376,Non-Inhibitor  (Low Confidence),Non-Substrate,0.275,Non-Substrate  (Medium Confidence),Inhibitor,0.601,Inhibitor  (Low Confidence),Non-Substrate,0.464,Non-Substrate  (Low Confidence),Inhibitor,0.73,Inhibitor  (Medium Confidence),Substrate,0.501,Substrate  (Low Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Substrate,0.298,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.344,Non-Inhibitor  (Low Confidence),Non-Substrate,0.211,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.363,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.132,Non-Inhibitor  (High Confidence)
NVIC0129,"N#CN(c1nc(NC(C)C)nc(n1)NC(C)C)CC(=O)OC	",Inhibitor,0.591,Inhibitor  (Low Confidence),Inhibitor,0.939,Inhibitor  (High Confidence),Non-Substrate,0.229,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.13,Non-Inhibitor  (High Confidence),Non-Substrate,0.393,Non-Substrate  (Low Confidence),Non-Inhibitor,0.105,Non-Inhibitor  (High Confidence),Non-Substrate,0.006,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.324,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.036,Non-Inhibitor  (High Confidence),Non-Substrate,0.157,Non-Substrate  (High Confidence),Non-Inhibitor,0.308,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.054,Non-Inhibitor  (High Confidence)
NVIC0130,"OC(=O)CCCc1c[nH]c2c1cccc2	",Inhibitor,0.585,Inhibitor  (Low Confidence),Non-Inhibitor,0.265,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.469,Non-Substrate  (Low Confidence),Non-Inhibitor,0.023,Non-Inhibitor  (High Confidence),Non-Substrate,0.458,Non-Substrate  (Low Confidence),Non-Inhibitor,0.041,Non-Inhibitor  (High Confidence),Substrate,0.513,Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.468,Non-Substrate  (Low Confidence),Non-Inhibitor,0.035,Non-Inhibitor  (High Confidence),Non-Substrate,0.064,Non-Substrate  (High Confidence),Non-Inhibitor,0.097,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.057,Non-Inhibitor  (High Confidence)
NVIC0131,"OC(=O)c1cccc2c1c(=O)c(c[nH]2)C(=O)O	",Non-Inhibitor,0.153,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.175,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.016,Non-Substrate  (High Confidence),Non-Inhibitor,0.044,Non-Inhibitor  (High Confidence),Non-Substrate,0.169,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.018,Non-Inhibitor  (High Confidence),Non-Substrate,0.001,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.053,Non-Substrate  (High Confidence),Non-Inhibitor,0.017,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0.014,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.045,Non-Inhibitor  (High Confidence)
NVIC0132,"O=C(N[C@@H](C(=O)N1CCc2c1cccc2)c1ccccc1)Nc1ccc(cc1)C	",Inhibitor,0.68,Inhibitor  (Medium Confidence),Inhibitor,0.705,Inhibitor  (Medium Confidence),Non-Substrate,0.312,Non-Substrate  (Medium Confidence),Inhibitor,0.99,Inhibitor  (High Confidence),Non-Substrate,0.372,Non-Substrate  (Low Confidence),Inhibitor,0.946,Inhibitor  (High Confidence),Substrate,0.733,Substrate  (Medium Confidence),Non-Inhibitor,0.004,Non-Inhibitor  (High Confidence),Non-Substrate,0.332,Non-Substrate  (Medium Confidence),Inhibitor,0.751,Inhibitor  (Medium Confidence),Substrate,0.541,Substrate  (Low Confidence),Non-Inhibitor,0.493,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.201,Non-Inhibitor  (Medium Confidence)
NVIC0133,"OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](OC4[C@@H](O)[C@H](O)C([C@@H]([C@@H]4O)O)O)[C@@H]([C@H]([C@H]3O)O)O)[C@@H]([C@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O)O	",Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.256,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.013,Non-Substrate  (High Confidence),Non-Inhibitor,0.015,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.007,Non-Inhibitor  (High Confidence)
NVIC0134,"CCc1ccc(cc1)C1N(CCc2c1[nH]c1c2cccc1)C(=O)C1CCC1	",Inhibitor,0.886,Inhibitor  (High Confidence),Non-Inhibitor,0.374,Non-Inhibitor  (Low Confidence),Substrate,0.644,Substrate  (Low Confidence),Inhibitor,0.992,Inhibitor  (High Confidence),Substrate,0.55,Substrate  (Low Confidence),Inhibitor,0.827,Inhibitor  (Medium Confidence),Substrate,0.622,Substrate  (Low Confidence),Non-Inhibitor,0.054,Non-Inhibitor  (High Confidence),Substrate,0.552,Substrate  (Low Confidence),Inhibitor,0.949,Inhibitor  (High Confidence),Substrate,0.905,Substrate  (High Confidence),Non-Inhibitor,0.317,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.111,Non-Inhibitor  (High Confidence)
NVIC0135,"COC(=O)C1=C2Nc3c([C@]42[C@H](C(C1)C[C@@]1(CC)COC(O1)(C)C)C(CN4)Cc1ccccc1)cccc3	",Non-Inhibitor,0.043,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.033,Non-Inhibitor  (High Confidence),Non-Substrate,0.374,Non-Substrate  (Low Confidence),Non-Inhibitor,0.037,Non-Inhibitor  (High Confidence),Non-Substrate,0.49,Non-Substrate  (Low Confidence),Inhibitor,0.788,Inhibitor  (Medium Confidence),Non-Substrate,0.025,Non-Substrate  (High Confidence),Inhibitor,0.821,Inhibitor  (Medium Confidence),Substrate,0.51,Substrate  (Low Confidence),Inhibitor,0.959,Inhibitor  (High Confidence),Substrate,0.972,Substrate  (High Confidence),Non-Inhibitor,0.385,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.426,Non-Inhibitor  (Low Confidence)
NVIC0136,"Cc1ccc(cc1)S(=O)(=O)CC(=O)NC1SC=C(N1)c1ccc(cc1)O	",Inhibitor,0.622,Inhibitor  (Low Confidence),Non-Inhibitor,0.135,Non-Inhibitor  (High Confidence),Non-Substrate,0.397,Non-Substrate  (Low Confidence),Non-Inhibitor,0.194,Non-Inhibitor  (Medium Confidence),Substrate,0.62,Substrate  (Low Confidence),Inhibitor,0.628,Inhibitor  (Low Confidence),Substrate,0.994,Substrate  (High Confidence),Non-Inhibitor,0.088,Non-Inhibitor  (High Confidence),Non-Substrate,0.445,Non-Substrate  (Low Confidence),Inhibitor,0.759,Inhibitor  (Medium Confidence),Non-Substrate,0.411,Non-Substrate  (Low Confidence),Non-Inhibitor,0.09,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.083,Non-Inhibitor  (High Confidence)
NVIC0137,"Fc1cnc(c(n1)C(=O)N1CCN(CC1)c1nnc(o1)c1ccccc1)O	",Inhibitor,0.516,Inhibitor  (Low Confidence),Non-Inhibitor,0.34,Non-Inhibitor  (Low Confidence),Non-Substrate,0.123,Non-Substrate  (High Confidence),Non-Inhibitor,0.207,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.428,Non-Substrate  (Low Confidence),Non-Inhibitor,0.073,Non-Inhibitor  (High Confidence),Substrate,0.738,Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.284,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.117,Non-Inhibitor  (High Confidence),Substrate,0.917,Substrate  (High Confidence),Non-Inhibitor,0.106,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.08,Non-Inhibitor  (High Confidence)
NVIC0138,"Clc1ccc(cc1)c1nnc(o1)N1CCN(CC1)C(=O)c1nc(F)cnc1O	",Inhibitor,0.61,Inhibitor  (Low Confidence),Inhibitor,0.52,Inhibitor  (Low Confidence),Non-Substrate,0.144,Non-Substrate  (High Confidence),Non-Inhibitor,0.364,Non-Inhibitor  (Low Confidence),Non-Substrate,0.452,Non-Substrate  (Low Confidence),Non-Inhibitor,0.042,Non-Inhibitor  (High Confidence),Substrate,0.931,Substrate  (High Confidence),Non-Inhibitor,0.003,Non-Inhibitor  (High Confidence),Non-Substrate,0.264,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.341,Non-Inhibitor  (Low Confidence),Substrate,0.968,Substrate  (High Confidence),Non-Inhibitor,0.154,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.084,Non-Inhibitor  (High Confidence)
NVIC0139,"Oc1ccc(cc1)c1nnc(o1)N1CCN(CC1)C(=O)c1nc(F)cnc1O	",Non-Inhibitor,0.479,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.173,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.113,Non-Substrate  (High Confidence),Non-Inhibitor,0.109,Non-Inhibitor  (High Confidence),Non-Substrate,0.428,Non-Substrate  (Low Confidence),Non-Inhibitor,0.056,Non-Inhibitor  (High Confidence),Substrate,0.882,Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.275,Non-Substrate  (Medium Confidence),Non-Inhibitor,0.32,Non-Inhibitor  (Medium Confidence),Non-Substrate,0.471,Non-Substrate  (Low Confidence),Non-Inhibitor,0.207,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.092,Non-Inhibitor  (High Confidence)
NVIC0140,"OCC(C(CO)O)NC(=O)c1c(I)c(N(C(=O)CC(=O)N(c2c(I)c(C(=O)NC(C(CO)O)CO)c(c(c2I)C(=O)NC(C(CO)O)CO)I)C)C)c(c(c1I)C(=O)NC(C(CO)O)CO)I	",Non-Inhibitor,0.019,Non-Inhibitor  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.279,Non-Substrate  (Medium Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.019,Non-Substrate  (High Confidence),Non-Inhibitor,0.026,Non-Inhibitor  (High Confidence),Non-Substrate,0.006,Non-Substrate  (High Confidence),Non-Inhibitor,0.033,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.233,Non-Inhibitor  (Medium Confidence)
NVIC0141,"OC1C(O)[C@H](O[C@H]1c1ccc2n1ncnc2N)COP(=O)(O)O	",Non-Inhibitor,0.183,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.118,Non-Inhibitor  (High Confidence),Non-Substrate,0.008,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.403,Non-Substrate  (Low Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0,Non-Substrate  (High Confidence),Non-Inhibitor,0,Non-Inhibitor  (High Confidence),Non-Substrate,0.04,Non-Substrate  (High Confidence),Non-Inhibitor,0.004,Non-Inhibitor  (High Confidence),Non-Substrate,0.051,Non-Substrate  (High Confidence),Non-Inhibitor,0.001,Non-Inhibitor  (High Confidence),Non-Inhibitor,0.026,Non-Inhibitor  (High Confidence)
NVIC0142,"CC=C1CNC2C3C1CC(C)[C@H]1C(C3OC(=O)C)(C2)c2c(N1)cccc2	",Non-Inhibitor,0.321,Non-Inhibitor  (Medium Confidence),Non-Inhibitor,0.024,Non-Inhibitor  (High Confidence),Non-Substrate,0.416,Non-Substrate  (Low Confidence),Non-Inhibitor,0.085,Non-Inhibitor  (High Confidence),Non-Substrate,0.404,Non-Substrate  (Low Confidence),Non-Inhibitor,0.119,Non-Inhibitor  (High Confidence),Non-Substrate,0.031,Non-Substrate  (High Confidence),Inhibitor,0.6,Inhibitor  (Low Confidence),Substrate,0.62,Substrate  (Low Confidence),Non-Inhibitor,0.271,Non-Inhibitor  (Medium Confidence),Substrate,0.533,Substrate  (Low Confidence),Non-Inhibitor,0.334,Non-Inhibitor  (Low Confidence),Non-Inhibitor,0.128,Non-Inhibitor  (High Confidence)
